x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
1.0147777970702112,1.0739860816355808,1.2158268893119335,1.0967832398680137,1.2406184860602874,1.2135524291669924,1.0467734268789552,1.0143032229423101,1.0521215140068232,1.1296982798524935,1.0715945776467342,1.0327139746626015,1.0008995012921762,1.025102357603358,1.2759506340805113,1.6806149982110234,1.3946317038739853,1.833318385541288,1.0692545766457833,1.0799884905140622,1.094838224039725,1.0255361633425129,1.059176411253072,1.1535909438460228,1.0742728363819338,1.106616281716701,1.0884494471012054,1.1714201362062238,1.0227997496718861,1.0141287982576477,1.078954975353935,2.3794517241244084,1.1741183133277022,1.0416392422819263,1.908948979185951,1.122970730162478,1.1363168558113101,1.0514971718747184,2.2519257400492667,1.0099252302929727,2.837444639181586,4.00279728393526,2.85702965104591,2.8928775224249175,2.9706022610798755,3.0147185493789848,3.32227512749627,3.1495134374358758,1.131218238626032,1.0913265051231138
1.1735336642910499,1.2713639858270438,1.0438635612176959,1.0443888196693962,1.078020920178375,1.0765630726582094,1.0187759446776232,1.1527383931043051,1.3669714107749364,1.104068428855231,1.0323133772758388,1.1099067472191886,1.080399362371316,1.0287616602880922,1.2118739179640738,1.0851086423124752,1.085019482708286,1.0684833253752155,1.0542963462162505,1.066728736232665,1.0592421746184093,1.0528890660152663,1.4512800687414162,1.5338289519236634,1.0231407057568298,1.0344456279587493,1.0635264701103555,1.2285525068510617,1.879752561567155,6.064863910887373,1.4078631061490068,1.3357376473865037,1.3350962251629916,1.643912347644802,1.008141392766305,2.103645289004431,1.0049322263743345,1.1013455680722801,1.0155689838516908,1.147366863626672,2.704196057019679,1.0626747189914354,1.1308575098297937,1.316487759987019,1.011184094603037,1.4152242157341086,2.7370142036030933,3.2094320961876015,2.8438464290655054,2.878184981619123
1.0241676111824929,1.0343602221285784,1.079563127001466,1.0675565569533998,1.0415495098963599,1.0689519116086366,1.1254620181560249,1.1954775575232228,1.0302412417820304,1.0043811104760807,1.042735418261329,1.0166311371882322,1.1855887795616926,1.079557584630854,1.0255096092082494,1.0180857545116546,1.0184711037206784,1.1111947263096358,1.0177036093624945,1.1318930826865603,1.248479418708911,1.0906861616713375,1.1227781884467598,1.0443551088044722,1.1212355825659066,1.0215352768953698,1.088715718930881,1.3717928160198485,1.0206944187175997,1.094914218516729,1.1961536676087434,1.0277445440718393,1.010643850480454,1.007254147657359,1.1844954281101086,1.1659523723149872,1.0543683860269684,1.0718882786450543,1.242463339857804,1.1033173731791948,1.082733646360354,1.6128000765650206,1.0345187096170196,1.320559555606219,1.2176203871597944,1.7011577955440136,1.0267959520378238,1.2508995057008763,1.6764670010497569,1.3518876472823507
1.1460131033008885,1.0325365796200883,1.0739885184746312,1.4148392117890876,1.029753193117673,1.0779312101036993,1.1073126927942072,1.0688386197580957,1.0495652139578628,1.06898228125515,1.0245591312352968,1.067410576413645,1.0593167448205782,1.0364728427925376,1.1820784562337618,1.2290240239343853,1.3382364854815225,1.0840029332757288,1.0468330262061438,1.0485396053250646,1.628370561808106,1.0543579011444948,1.465641989073708,1.1261635994893149,1.0502606596244168,1.3006410380304396,1.0191291037458576,1.078545690372023,1.194355979885531,1.296008786399911,1.0884509396674285,1.063401953700792,1.0589902284612462,1.0899775202515418,1.092889913306317,1.6663424482371822,1.4677505841926923,1.1296507132030535,1.0662616049006572,1.0277814308271085,1.0294204546356027,1.0299118964297498,1.1819391504412342,1.0262699068977081,1.1466004352057757,1.0700200853740751,1.1637179267790978,1.0782987141355012,1.0504495491494599,1.025803652084671
1.059729718484421,1.2188594095422365,1.0160354002435261,1.0565652881540255,1.0486541948960326,1.2673629912791384,1.0302448792632188,1.2564591313931535,1.0457602779299375,1.5040418922942835,1.0774629139770768,1.1442933617627886,1.1627750721051275,1.1531227078134605,1.2240376719093482,1.0327398284904827,1.017221058021942,1.2307868347268318,1.2797430703613393,1.0201798742687467,1.1050125976654033,1.462230239782775,1.0808488883274407,1.2301642278929352,1.489020867236535,1.0520412258103375,1.4403395801539765,1.1116187584615727,1.010447661727317,1.1842552260757233,1.0909729873906204,1.034532004829519,1.0530567268854372,1.187202962059662,1.0457346146811615,1.299434557519379,1.1126668698436024,1.1672951321848772,1.1455409601870774,1.754719540378362,1.095918003121468,1.0661244629395412,1.0954738558230437,1.0128281104123602,1.087082239628227,1.0749844330571727,1.0807685075271525,1.0770839947137147,1.0346231613841457,1.0668660925903732
1.202997122813146,1.010434218501912,1.0585265680358296,1.0539612200954205,1.2478260679591653,1.0666994901765705,1.0565913125493205,1.0541521554909907,1.1305871312974594,1.1606304250760924,1.086499938584275,1.0945017655076426,1.0315263332322062,1.0373544416502174,1.043277220768021,1.0537119038683052,1.0281429745465098,1.0074893069384252,1.0517628506454293,1.0218631263883275,1.0349547998709163,1.3006076974888536,1.0441418143661463,1.1074259668864868,1.1799613880643545,1.1714905472138155,1.0163744001889494,1.3386295012535359,1.0494254312825677,1.011526736208609,1.1131650462960527,1.0301561463642694,1.1233988280254736,1.0920807714721348,1.0555409274235688,1.0877521507580643,1.0201404348595329,1.0769243607082974,1.0820630615396933,1.0796454789592351,1.049448403351554,1.0530176885667202,1.0101693675635566,1.2154923452821789,1.4111508589228212,1.0590000348015016,1.1778512416341607,1.0336253060886493,1.220778401436465,1.070819184827914
1.064390114106387,1.0431180719320239,1.0251850068531567,1.636003487562204,1.0681546693604222,1.070262451170804,1.0233657607143642,1.0289718646165797,1.0167067053440546,1.1084016980871052,1.053274450023943,1.021282206498623,1.1211126103373203,1.123450294502877,1.0403780646771936,1.01844279069931,1.0263605688172082,1.0207991745542224,1.0875458052321632,1.0591830916952887,1.009961492694685,1.099957773752076,1.0574559370182488,1.0838451815506656,1.0375785991144812,1.0407618244469923,13.959999999999999,1.0656685611901229,1.0420604148163066,1.0471395282370952,1.1551915206116736,1.0319335167876076,1.0315551553961417,1.0531984668577383,1.0513346541785749,1.0536087294883842,1.0948202054203982,1.0458837899857178,1.2196171567894938,1.0158030431398177,1.3109868979556132,1.2010754887597501,1.0131314654744865,1.1115030968535298,1.1550427702973338,1.0205515670329774,1.0232714878300382,1.013310006786528,1.020311149184552,1.0194912779185723
1.0109090407273869,1.0095893502168294,1.0204483366320496,1.3455893968732138,1.1033413186788394,1.0647760128010018,1.048177536957416,1.1977960386083577,1.0697600659945086,1.0290914273177911,1.0717792988616308,1.0690076941041318,1.0667029696119783,1.1320089835530398,1.0697157373210255,1.060535106202718,1.6019149219345148,1.120574364774381,1.2051437175027677,1.0278243598007821,1.017399344867752,1.0433725432273542,1.051842055708415,1.1335486842109441,1.0654508056058833,1.0727441109864468,1.0359252372137813,1.054962242193605,1.416534480700361,1.1332720722739171,1.057564505487109,1.0636984831099596,16.84,1.0178638718282391,1.0846569135894382,1.1080069383378426,1.077124286357773,1.1789019803610896,1.0582295996426212,1.0299900442316259,1.1581425639529563,1.0247770037881128,1.212900131386473,1.048276802716974,1.0313377303765359,1.0215923713228743,1.0860269266938865,1.2322859862690523,1.0248935130201318,1.0227578178992718
1.0477154620617373,1.054029814405132,1.1716060639661148,1.4626604638715033,1.038969297333257,1.4359949951243125,1.0350874739139844,1.0192464583018785,1.030874408168678,1.0477605516907729,1.0663942787742933,1.0517492615174322,7.24,1.0727533613195834,1.0926233935921537,1.0832488911120988,1.0817749009929396,1.1259769248144127,1.0858848094093583,1.0854627515901385,1.0803709266483164,1.0856304673712516,1.0820536709546216,1.0693845981093528,1.0503098213143076,1.0720701681736697,1.0875197282126472,1.0773321279169916,1.079624512546269,15.399999999999999,1.0785136590248146,1.0921883618983943,1.1081550305895234,1.09399462143928,1.0879514646663704,1.0886735956710007,1.1056539653310975,1.0890728231421292,1.0634587466819558,1.048757743665304,1.1051605397589848,1.0230976295983474,1.0274569694499887,22.119999999999997,1.0442897736028205,1.0371714543580979,1.016624924587807,1.028827940548122,1.0284115995987322,1.0201344487014314
1.1231697616085705,1.0680614797471943,1.0430516163727346,1.059301406825443,1.080245051107636,1.2108004894722413,1.0073664369921236,1.0452843840001607,1.035133106087389,1.0861782134223485,1.0691005990800244,1.0522775369678188,1.0626924097216832,1.0724930638580936,1.060290206722347,1.1081537075956798,1.070350978250971,1.0834272921910315,1.1151281830484214,1.0818717759268097,1.110525073018478,1.1320766355407161,1.0912081436185224,1.0732814411902343,1.0386195274452612,1.0764117329580325,1.070181364646304,1.0704178981688202,1.0690379567867243,1.1913764890650966,1.1055068469100024,1.1125654573768706,1.104047469667965,1.1349242597699218,1.1249556782537422,1.1114645813632604,1.3173100849834682,1.3063321050563879,1.0970210587128413,1.3567689689284959,1.3452683338135543,1.1033054304291665,1.2802059149772507,1.0366131578306952,1.0345461307473938,1.1637887742458422,1.5181661194620923,1.1709348990031567,1.2699972247099842,1.0496264293319573
